"ZIP
code [1]",Size of adjusted gross income,Adjusted gross income (AGI) [5]
,,
,,(17)
14610,"$200,000 or more",499113
,,
14611,,"169,757"
14611,"$1 under $25,000",53651
14611,"$25,000 under $50,000",62473
14611,"$50,000 under $75,000",27114
14611,"$75,000 under $100,000",10560
14611,"$100,000 under $200,000",15959
14611,"$200,000 or more",** 
,,
14612,,"1,087,915"
14612,"$1 under $25,000",69186
14612,"$25,000 under $50,000",176779
14612,"$50,000 under $75,000",167982
14612,"$75,000 under $100,000",172390
14612,"$100,000 under $200,000",337345
14612,"$200,000 or more",164233
,,
14613,,"158,649"
14613,"$1 under $25,000",42256
14613,"$25,000 under $50,000",55818
14613,"$50,000 under $75,000",25538
14613,"$75,000 under $100,000",13845
14613,"$100,000 under $200,000",21192
14613,"$200,000 or more",** 
,,
14614,,"22,731"
14614,"$1 under $25,000",835
14614,"$25,000 under $50,000",2354
14614,"$50,000 under $75,000",3570
14614,"$75,000 under $100,000",** 
14614,"$100,000 under $200,000",3127
14614,"$200,000 or more",12845
,,
14615,,"303,976"
14615,"$1 under $25,000",43702
14615,"$25,000 under $50,000",97440
14615,"$50,000 under $75,000",60581
14615,"$75,000 under $100,000",41946
14615,"$100,000 under $200,000",51378
14615,"$200,000 or more",8929
,,
14616,,"658,659"
14616,"$1 under $25,000",71566
14616,"$25,000 under $50,000",169804
14616,"$50,000 under $75,000",148576
14616,"$75,000 under $100,000",105434
14616,"$100,000 under $200,000",130728
14616,"$200,000 or more",32551
,,
14617,,"782,001"
14617,"$1 under $25,000",44204
14617,"$25,000 under $50,000",105004
14617,"$50,000 under $75,000",120943
14617,"$75,000 under $100,000",130224
14617,"$100,000 under $200,000",265126
14617,"$200,000 or more",116500
,,
14618,,"1,331,921"
14618,"$1 under $25,000",27347
14618,"$25,000 under $50,000",60005
14618,"$50,000 under $75,000",91261
14618,"$75,000 under $100,000",94166
14618,"$100,000 under $200,000",324340
14618,"$200,000 or more",734802
,,
14619,,"230,866"
14619,"$1 under $25,000",39716
14619,"$25,000 under $50,000",76832
14619,"$50,000 under $75,000",49072
14619,"$75,000 under $100,000",25787
14619,"$100,000 under $200,000",30022
14619,"$200,000 or more",9437
,,
14620,,"541,262"
14620,"$1 under $25,000",47200
14620,"$25,000 under $50,000",122292
14620,"$50,000 under $75,000",101603
14620,"$75,000 under $100,000",67536
14620,"$100,000 under $200,000",126870
14620,"$200,000 or more",75761
,,
14621,,"328,741"
14621,"$1 under $25,000",97182
14621,"$25,000 under $50,000",127078
14621,"$50,000 under $75,000",49903
14621,"$75,000 under $100,000",24086
14621,"$100,000 under $200,000",20216
14621,"$200,000 or more",10276
,,
14622,,"361,248"
14622,"$1 under $25,000",26188
14622,"$25,000 under $50,000",71876
14622,"$50,000 under $75,000",75096
14622,"$75,000 under $100,000",61714
14622,"$100,000 under $200,000",83299
14622,"$200,000 or more",43075
,,
14623,,"442,976"
14623,"$1 under $25,000",41986
14623,"$25,000 under $50,000",99504
14623,"$50,000 under $75,000",105907
14623,"$75,000 under $100,000",74980
14623,"$100,000 under $200,000",98577
14623,"$200,000 or more",22022
,,
14624,,"1,189,719"
14624,"$1 under $25,000",73551
14624,"$25,000 under $50,000",186812
14624,"$50,000 under $75,000",213350
14624,"$75,000 under $100,000",194056
14624,"$100,000 under $200,000",354981
14624,"$200,000 or more",166969
,,
14625,,"465,961"
14625,"$1 under $25,000",17242
14625,"$25,000 under $50,000",39543
14625,"$50,000 under $75,000",52926
14625,"$75,000 under $100,000",59139
14625,"$100,000 under $200,000",157071
14625,"$200,000 or more",140040
,,
14626,,"947,138"
14626,"$1 under $25,000",63738
14626,"$25,000 under $50,000",150853
14626,"$50,000 under $75,000",152491
14626,"$75,000 under $100,000",150349
14626,"$100,000 under $200,000",272552
14626,"$200,000 or more",157155
,,
14701,,"697,147"
14701,"$1 under $25,000",95063
14701,"$25,000 under $50,000",146235
14701,"$50,000 under $75,000",127638
14701,"$75,000 under $100,000",103603
14701,"$100,000 under $200,000",153258
14701,"$200,000 or more",71350
,,
14706,,"177,564"
14706,"$1 under $25,000",12320
14706,"$25,000 under $50,000",21974
14706,"$50,000 under $75,000",24188
14706,"$75,000 under $100,000",23482
14706,"$100,000 under $200,000",55858
14706,"$200,000 or more",39742
,,
14709,,"30,624"
14709,"$1 under $25,000",3471
14709,"$25,000 under $50,000",5918
14709,"$50,000 under $75,000",6747
14709,"$75,000 under $100,000",5579
14709,"$100,000 under $200,000",8909
14709,"$200,000 or more",** 
,,
14710,,"86,258"
14710,"$1 under $25,000",7832
14710,"$25,000 under $50,000",14788
14710,"$50,000 under $75,000",16641
14710,"$75,000 under $100,000",12655
14710,"$100,000 under $200,000",23614
14710,"$200,000 or more",10728
,,
14711,,"31,417"
14711,"$1 under $25,000",3376
14711,"$25,000 under $50,000",7033
14711,"$50,000 under $75,000",7761
14711,"$75,000 under $100,000",4256
14711,"$100,000 under $200,000",8991
14711,"$200,000 or more",** 
,,
14712,,"114,642"
14712,"$1 under $25,000",6342
14712,"$25,000 under $50,000",10670
14712,"$50,000 under $75,000",13993
14712,"$75,000 under $100,000",11743
14712,"$100,000 under $200,000",34802
14712,"$200,000 or more",37092
,,
14714,,"8,554"
14714,"$1 under $25,000",788
14714,"$25,000 under $50,000",1554
14714,"$50,000 under $75,000",1587
14714,"$75,000 under $100,000",1899
14714,"$100,000 under $200,000",2726
14714,"$200,000 or more",** 
,,
14715,,"47,611"
14715,"$1 under $25,000",5914
14715,"$25,000 under $50,000",10422
14715,"$50,000 under $75,000",10139
14715,"$75,000 under $100,000",9024
14715,"$100,000 under $200,000",12112
14715,"$200,000 or more",** 
,,
14716,,"38,924"
14716,"$1 under $25,000",5319
14716,"$25,000 under $50,000",9704
14716,"$50,000 under $75,000",7859
14716,"$75,000 under $100,000",7873
14716,"$100,000 under $200,000",8169
14716,"$200,000 or more",** 
,,
14717,,"13,601"
14717,"$1 under $25,000",1363
14717,"$25,000 under $50,000",3262
14717,"$50,000 under $75,000",2866
14717,"$75,000 under $100,000",2445
14717,"$100,000 under $200,000",3665
14717,"$200,000 or more",** 
,,
14718,,"44,611"
14718,"$1 under $25,000",3870
14718,"$25,000 under $50,000",8068
14718,"$50,000 under $75,000",9621
14718,"$75,000 under $100,000",8520
14718,"$100,000 under $200,000",14532
14718,"$200,000 or more",** 
,,
14719,,"65,759"
14719,"$1 under $25,000",6459
14719,"$25,000 under $50,000",15000
14719,"$50,000 under $75,000",15831
14719,"$75,000 under $100,000",12287
14719,"$100,000 under $200,000",16182
14719,"$200,000 or more",** 
,,
14723,,"25,959"
14723,"$1 under $25,000",2573
14723,"$25,000 under $50,000",5629
14723,"$50,000 under $75,000",5455
14723,"$75,000 under $100,000",5444
14723,"$100,000 under $200,000",6858
14723,"$200,000 or more",** 
,,
14724,,"50,612"
14724,"$1 under $25,000",4463
14724,"$25,000 under $50,000",9197
14724,"$50,000 under $75,000",10593
14724,"$75,000 under $100,000",9953
14724,"$100,000 under $200,000",16406
14724,"$200,000 or more",** 
,,
14726,,"15,054"
14726,"$1 under $25,000",2255
14726,"$25,000 under $50,000",4662
14726,"$50,000 under $75,000",3530
14726,"$75,000 under $100,000",4607
14726,"$100,000 under $200,000",** 
14726,"$200,000 or more",** 
,,
14727,,"122,990"
14727,"$1 under $25,000",11092
14727,"$25,000 under $50,000",20968
14727,"$50,000 under $75,000",20060
14727,"$75,000 under $100,000",19251
14727,"$100,000 under $200,000",31197
14727,"$200,000 or more",20422
,,
14728,,"25,311"
14728,"$1 under $25,000",1945
14728,"$25,000 under $50,000",4070
14728,"$50,000 under $75,000",4010
14728,"$75,000 under $100,000",4688
14728,"$100,000 under $200,000",10598
14728,"$200,000 or more",** 
,,
14729,,"18,856"
14729,"$1 under $25,000",1634
14729,"$25,000 under $50,000",4222
14729,"$50,000 under $75,000",4585
14729,"$75,000 under $100,000",3632
14729,"$100,000 under $200,000",4783
14729,"$200,000 or more",** 
,,
14731,,"55,077"
14731,"$1 under $25,000",2580
14731,"$25,000 under $50,000",6192
14731,"$50,000 under $75,000",6675
14731,"$75,000 under $100,000",6291
14731,"$100,000 under $200,000",17193
14731,"$200,000 or more",16146
,,
14733,,"76,474"
14733,"$1 under $25,000",9422
14733,"$25,000 under $50,000",18514
14733,"$50,000 under $75,000",16456
14733,"$75,000 under $100,000",12037
14733,"$100,000 under $200,000",20045
14733,"$200,000 or more",** 
,,
14735,,"45,975"
14735,"$1 under $25,000",5141
14735,"$25,000 under $50,000",9771
14735,"$50,000 under $75,000",9154
14735,"$75,000 under $100,000",9108
14735,"$100,000 under $200,000",12801
14735,"$200,000 or more",** 
,,
14736,,"14,462"
14736,"$1 under $25,000",965
14736,"$25,000 under $50,000",1991
14736,"$50,000 under $75,000",2383
14736,"$75,000 under $100,000",2367
14736,"$100,000 under $200,000",6756
14736,"$200,000 or more",** 
,,
14737,,"77,448"
14737,"$1 under $25,000",8667
14737,"$25,000 under $50,000",16051
14737,"$50,000 under $75,000",16356
14737,"$75,000 under $100,000",14268
14737,"$100,000 under $200,000",22106
14737,"$200,000 or more",** 
,,
14738,,"78,962"
14738,"$1 under $25,000",7428
14738,"$25,000 under $50,000",15834
14738,"$50,000 under $75,000",17832
14738,"$75,000 under $100,000",14673
14738,"$100,000 under $200,000",23195
14738,"$200,000 or more",** 
,,
14739,,"43,329"
14739,"$1 under $25,000",5963
14739,"$25,000 under $50,000",11983
14739,"$50,000 under $75,000",9217
14739,"$75,000 under $100,000",7223
14739,"$100,000 under $200,000",8943
14739,"$200,000 or more",** 
,,
14740,,"24,955"
14740,"$1 under $25,000",2339
14740,"$25,000 under $50,000",5215
14740,"$50,000 under $75,000",5728
14740,"$75,000 under $100,000",5821
14740,"$100,000 under $200,000",5852
14740,"$200,000 or more",** 
,,
14741,,"46,931"
14741,"$1 under $25,000",4013
14741,"$25,000 under $50,000",8652
14741,"$50,000 under $75,000",8310
14741,"$75,000 under $100,000",6773
14741,"$100,000 under $200,000",19183
14741,"$200,000 or more",** 
,,
14743,,"36,017"
14743,"$1 under $25,000",3821
14743,"$25,000 under $50,000",7394
14743,"$50,000 under $75,000",8019
14743,"$75,000 under $100,000",6730
14743,"$100,000 under $200,000",10053
14743,"$200,000 or more",** 
,,
14744,,"21,527"
14744,"$1 under $25,000",1840
14744,"$25,000 under $50,000",3788
14744,"$50,000 under $75,000",5407
14744,"$75,000 under $100,000",4564
14744,"$100,000 under $200,000",5928
14744,"$200,000 or more",** 
,,
14747,,"42,092"
14747,"$1 under $25,000",5144
14747,"$25,000 under $50,000",9984
14747,"$50,000 under $75,000",10744
14747,"$75,000 under $100,000",7090
14747,"$100,000 under $200,000",9130
14747,"$200,000 or more",** 
,,
14748,,"11,896"
14748,"$1 under $25,000",1653
14748,"$25,000 under $50,000",3042
14748,"$50,000 under $75,000",2056
14748,"$75,000 under $100,000",2454
14748,"$100,000 under $200,000",2691
14748,"$200,000 or more",0
,,
14750,,"168,505"
14750,"$1 under $25,000",9592
14750,"$25,000 under $50,000",18949
14750,"$50,000 under $75,000",21161
14750,"$75,000 under $100,000",19716
14750,"$100,000 under $200,000",46754
14750,"$200,000 or more",52333
,,
14753,,"18,510"
14753,"$1 under $25,000",2764
14753,"$25,000 under $50,000",4833
14753,"$50,000 under $75,000",4736
14753,"$75,000 under $100,000",3185
14753,"$100,000 under $200,000",2992
14753,"$200,000 or more",** 
,,
14754,,"12,289"
14754,"$1 under $25,000",1105
14754,"$25,000 under $50,000",3258
14754,"$50,000 under $75,000",2591
14754,"$75,000 under $100,000",2347
14754,"$100,000 under $200,000",2988
14754,"$200,000 or more",** 
,,
14755,,"52,747"
14755,"$1 under $25,000",6304
14755,"$25,000 under $50,000",12702
14755,"$50,000 under $75,000",11816
14755,"$75,000 under $100,000",7745
14755,"$100,000 under $200,000",14180
14755,"$200,000 or more",** 
,,
14757,,"74,394"
14757,"$1 under $25,000",6379
14757,"$25,000 under $50,000",13002
14757,"$50,000 under $75,000",13100
14757,"$75,000 under $100,000",11793
14757,"$100,000 under $200,000",20847
14757,"$200,000 or more",9273
,,
14760,,"404,522"
14760,"$1 under $25,000",44554
14760,"$25,000 under $50,000",70897
14760,"$50,000 under $75,000",67911
14760,"$75,000 under $100,000",58030
14760,"$100,000 under $200,000",92992
14760,"$200,000 or more",70138
,,
14767,,"31,225"
14767,"$1 under $25,000",3617
14767,"$25,000 under $50,000",7496
14767,"$50,000 under $75,000",6858
14767,"$75,000 under $100,000",4379
14767,"$100,000 under $200,000",8875
14767,"$200,000 or more",** 
,,
14769,,"16,754"
14769,"$1 under $25,000",2165
14769,"$25,000 under $50,000",4169
14769,"$50,000 under $75,000",2832
14769,"$75,000 under $100,000",3585
14769,"$100,000 under $200,000",4003
14769,"$200,000 or more",** 
,,
14770,,"64,690"
14770,"$1 under $25,000",6226
14770,"$25,000 under $50,000",13221
14770,"$50,000 under $75,000",13468
14770,"$75,000 under $100,000",10715
14770,"$100,000 under $200,000",21060
14770,"$200,000 or more",** 
,,
14772,,"80,045"
14772,"$1 under $25,000",7189
14772,"$25,000 under $50,000",16268
14772,"$50,000 under $75,000",16195
14772,"$75,000 under $100,000",13020
14772,"$100,000 under $200,000",19935
14772,"$200,000 or more",7438
,,
14775,,"44,194"
14775,"$1 under $25,000",5787
14775,"$25,000 under $50,000",11290
14775,"$50,000 under $75,000",11391
14775,"$75,000 under $100,000",7546
14775,"$100,000 under $200,000",8180
14775,"$200,000 or more",** 
,,
14777,,"12,353"
14777,"$1 under $25,000",1370
14777,"$25,000 under $50,000",2874
14777,"$50,000 under $75,000",2251
14777,"$75,000 under $100,000",2155
14777,"$100,000 under $200,000",3703
14777,"$200,000 or more",** 
,,
14779,,"115,696"
14779,"$1 under $25,000",18146
14779,"$25,000 under $50,000",31554
14779,"$50,000 under $75,000",21006
14779,"$75,000 under $100,000",17256
14779,"$100,000 under $200,000",17223
14779,"$200,000 or more",10511
,,
14781,,"40,045"
14781,"$1 under $25,000",4729
14781,"$25,000 under $50,000",8293
14781,"$50,000 under $75,000",9543
14781,"$75,000 under $100,000",7352
14781,"$100,000 under $200,000",10128
14781,"$200,000 or more",** 
,,
14782,,"43,358"
14782,"$1 under $25,000",4252
14782,"$25,000 under $50,000",8855
14782,"$50,000 under $75,000",10302
14782,"$75,000 under $100,000",8247
14782,"$100,000 under $200,000",11702
14782,"$200,000 or more",** 
,,
14784,,"17,572"
14784,"$1 under $25,000",2167
14784,"$25,000 under $50,000",4095
14784,"$50,000 under $75,000",4183
14784,"$75,000 under $100,000",3286
14784,"$100,000 under $200,000",3841
14784,"$200,000 or more",** 
,,
14787,,"106,503"
14787,"$1 under $25,000",10731
14787,"$25,000 under $50,000",18688
14787,"$50,000 under $75,000",19305
14787,"$75,000 under $100,000",19762
14787,"$100,000 under $200,000",27801
14787,"$200,000 or more",10216
,,
14801,,"102,079"
14801,"$1 under $25,000",11048
14801,"$25,000 under $50,000",20152
14801,"$50,000 under $75,000",22137
14801,"$75,000 under $100,000",19093
14801,"$100,000 under $200,000",29649
14801,"$200,000 or more",** 
,,
14802,,"24,842"
14802,"$1 under $25,000",1582
14802,"$25,000 under $50,000",2908
14802,"$50,000 under $75,000",2704
14802,"$75,000 under $100,000",3222
14802,"$100,000 under $200,000",14426
14802,"$200,000 or more",** 
,,
14803,,"29,220"
14803,"$1 under $25,000",2375
14803,"$25,000 under $50,000",4428
14803,"$50,000 under $75,000",4859
14803,"$75,000 under $100,000",4206
14803,"$100,000 under $200,000",13352
14803,"$200,000 or more",** 
,,
14804,,"33,065"
14804,"$1 under $25,000",2556
14804,"$25,000 under $50,000",5726
14804,"$50,000 under $75,000",5738
14804,"$75,000 under $100,000",6379
14804,"$100,000 under $200,000",12666
14804,"$200,000 or more",** 
,,
14805,,"27,576"
14805,"$1 under $25,000",1925
14805,"$25,000 under $50,000",5105
14805,"$50,000 under $75,000",5504
14805,"$75,000 under $100,000",4708
14805,"$100,000 under $200,000",10334
14805,"$200,000 or more",** 
,,
14806,,"49,276"
14806,"$1 under $25,000",4843
14806,"$25,000 under $50,000",8147
14806,"$50,000 under $75,000",9315
14806,"$75,000 under $100,000",9659
14806,"$100,000 under $200,000",17312
14806,"$200,000 or more",** 
,,
14807,,"71,522"
14807,"$1 under $25,000",5772
14807,"$25,000 under $50,000",12687
14807,"$50,000 under $75,000",14763
14807,"$75,000 under $100,000",12041
14807,"$100,000 under $200,000",20765
14807,"$200,000 or more",5494
,,
14808,,"9,943"
14808,"$1 under $25,000",1678
14808,"$25,000 under $50,000",2280
